real pred err   user   film
 4.0 3.1 0.9 2188.0 2918.0
 4.0 3.8 0.2 1501.0 2420.0
 5.0 3.9 1.1 2938.0 380.0
 2.0 2.8 0.8 1509.0 332.0
 5.0 4.0 1.0 5327.0 1259.0
 5.0 4.3 0.7 1901.0 858.0
 1.0 3.3 2.3 5771.0 2459.0
 1.0 3.0 2.0 1717.0 2628.0
 4.0 3.6 0.4 2270.0 1376.0
 5.0 4.1 0.9 755.0 110.0
 5.0 3.9 1.1 3427.0 593.0
 1.0 3.7 2.7 5755.0 238.0
 5.0 3.8 1.2 3841.0 2939.0
 2.0 3.4 1.4 3153.0 3839.0
 3.0 4.0 1.0 5441.0 1225.0
 4.0 3.7 0.3 4985.0 153.0
 4.0 2.9 1.1 1956.0 317.0
 4.0 3.7 0.3 4771.0 1480.0
 3.0 3.2 0.2 3664.0 1299.0
 5.0 4.3 0.7 2781.0 2858.0
 3.0 3.8 0.8 3823.0 1694.0
 3.0 3.6 0.6 5659.0 2321.0
 3.0 3.8 0.8 5806.0 1953.0
 1.0 2.3 1.3 1150.0 1091.0
 1.0 3.1 2.1 4415.0 2713.0
 2.0 2.9 0.9 3824.0 2014.0
 1.0 2.5 1.5 1841.0 1517.0
 5.0 4.3 0.7 1005.0 2997.0
 3.0 3.3 0.3 1714.0 2350.0
 5.0 3.9 1.1 5046.0 1283.0
 5.0 3.8 1.2 4829.0 377.0
 5.0 3.9 1.1 5265.0 1354.0
 3.0 3.4 0.4 4386.0 3014.0
 3.0 3.6 0.6 4085.0 2054.0
 4.0 4.0 0.0 4217.0 1608.0
 5.0 4.5 0.5 130.0 3635.0
 2.0 2.9 0.9 1145.0 1673.0
 3.0 2.7 0.3 1069.0 268.0
 4.0 2.4 1.6 4430.0 1392.0
 3.0 2.8 0.2 2143.0 552.0
 3.0 3.1 0.1 3312.0 1660.0
 3.0 3.5 0.5 5543.0 1097.0
 4.0 3.5 0.5 4412.0 1270.0
 4.0 3.6 0.4 810.0 1370.0
 4.0 3.8 0.2 1294.0 728.0
 3.0 4.3 1.3 1276.0 3396.0
 3.0 3.5 0.5 897.0 3107.0
 2.0 3.5 1.5 331.0 848.0
 3.0 3.1 0.1 1125.0 2827.0
 5.0 4.7 0.3 101.0 2273.0
 2.0 3.3 1.3 4169.0 1440.0
 3.0 4.1 1.1 3834.0 1035.0
 4.0 3.9 0.1 3136.0 1962.0
 3.0 3.2 0.2 1748.0 3113.0
 4.0 2.9 1.1 1624.0 2527.0
 5.0 3.5 1.5 1648.0 293.0
 2.0 4.1 2.1 843.0 3174.0
 3.0 3.2 0.2 4928.0 3466.0
 5.0 4.3 0.7 1132.0 162.0
 4.0 4.2 0.2 4277.0 1694.0
 2.0 4.0 2.0 366.0 1214.0
 4.0 4.0 0.0 5442.0 2918.0
 4.0 4.0 0.0 2889.0 2084.0
 5.0 3.9 1.1 2693.0 1343.0
 2.0 3.1 1.1 5394.0 95.0
 4.0 3.5 0.5 5820.0 3421.0
 5.0 4.2 0.8 4802.0 909.0
 5.0 4.0 1.0 3081.0 2116.0
 2.0 4.0 2.0 433.0 25.0
 3.0 2.9 0.1 4016.0 3614.0
 4.0 3.3 0.7 5501.0 2693.0
 4.0 2.9 1.1 1059.0 1282.0
 5.0 3.9 1.1 4715.0 1208.0
 3.0 2.9 0.1 1418.0 1918.0
 2.0 3.5 1.5 4950.0 3500.0
 1.0 2.4 1.4 1912.0 1693.0
 3.0 4.1 1.1 3338.0 2716.0
 3.0 3.3 0.3 757.0 1994.0
 4.0 4.1 0.1 1764.0 1394.0
 5.0 4.3 0.7 5323.0 1252.0
 5.0 4.4 0.6 2694.0 3499.0
 4.0 3.1 0.9 3825.0 69.0
 4.0 4.1 0.1 2317.0 2541.0
 3.0 4.1 1.1 3539.0 1428.0
 2.0 1.0 1.0 3865.0 3177.0
 5.0 4.0 1.0 731.0 838.0
 3.0 3.0 0.0 1780.0 2366.0
 1.0 3.5 2.5 2887.0 7.0
 2.0 3.2 1.2 4344.0 177.0
 4.0 3.9 0.1 1903.0 364.0
 5.0 3.8 1.2 816.0 1278.0
 3.0 3.1 0.1 604.0 2491.0
 3.0 2.8 0.2 4186.0 2469.0
 5.0 4.3 0.7 1972.0 480.0
 5.0 3.9 1.1 3518.0 2137.0
 5.0 3.4 1.6 4691.0 1608.0
 5.0 3.8 1.2 1111.0 3948.0
 4.0 3.9 0.1 4580.0 3813.0
 4.0 4.1 0.1 839.0 1178.0
 3.0 3.7 0.7 4981.0 3257.0
 2.0 3.2 1.2 480.0 3454.0
 4.0 3.4 0.6 1937.0 2289.0
 1.0 3.3 2.3 3732.0 1081.0
 3.0 4.0 1.0 1077.0 1223.0
 5.0 3.8 1.2 629.0 1713.0
 5.0 4.4 0.6 5275.0 2908.0
 4.0 4.1 0.1 4708.0 2025.0
 2.0 3.3 1.3 1658.0 1584.0
 5.0 4.5 0.5 1041.0 246.0
 3.0 4.1 1.1 5312.0 900.0
 4.0 3.5 0.5 5236.0 3624.0
 3.0 3.5 0.5 1634.0 1672.0
 4.0 3.4 0.6 5448.0 1294.0
 2.0 3.2 1.2 5306.0 500.0
 2.0 3.6 1.6 5188.0 2886.0
 5.0 3.8 1.2 5267.0 912.0
 4.0 3.3 0.7 1614.0 673.0
 4.0 3.6 0.4 4709.0 1097.0
 3.0 3.6 0.6 4566.0 588.0
 5.0 4.4 0.6 4815.0 329.0
 2.0 3.6 1.6 2681.0 1569.0
 4.0 3.0 1.0 1749.0 3550.0
 4.0 1.0 3.0 4387.0 664.0
 4.0 3.7 0.3 1837.0 2819.0
 4.0 4.2 0.2 605.0 3107.0
 3.0 4.5 1.5 1699.0 935.0
 3.0 3.4 0.4 4150.0 2470.0
 3.0 3.5 0.5 654.0 337.0
 4.0 3.2 0.8 1587.0 2770.0
 3.0 3.3 0.3 1329.0 3624.0
 3.0 3.7 0.7 5074.0 3429.0
 4.0 4.4 0.4 3545.0 1179.0
 3.0 3.9 0.9 791.0 3615.0
 4.0 3.0 1.0 3999.0 112.0
 1.0 2.5 1.5 5978.0 2701.0
 3.0 3.3 0.3 2994.0 1112.0
 3.0 2.7 0.3 915.0 1573.0
 4.0 3.8 0.2 4285.0 2724.0
 5.0 3.9 1.1 3949.0 920.0
 4.0 4.3 0.3 486.0 3911.0
 3.0 3.1 0.1 1088.0 7.0
 5.0 3.6 1.4 5377.0 2248.0
 2.0 4.0 2.0 3139.0 3703.0
 1.0 1.9 0.9 5686.0 1661.0
 5.0 4.0 1.0 2011.0 1641.0
 3.0 2.8 0.2 1050.0 351.0
 2.0 3.7 1.7 4245.0 2529.0
 3.0 3.4 0.4 850.0 2194.0
 2.0 3.2 1.2 4522.0 3747.0
 3.0 4.1 1.1 1407.0 373.0
 4.0 3.8 0.2 2164.0 1090.0
 4.0 3.4 0.6 3216.0 1885.0
 4.0 3.8 0.2 1939.0 1301.0
 4.0 3.8 0.2 4434.0 3846.0
 3.0 2.5 0.5 3476.0 2712.0
 4.0 4.0 0.0 5050.0 736.0
 4.0 4.5 0.5 1343.0 1171.0
 1.0 3.0 2.0 1194.0 2412.0
 2.0 3.4 1.4 5260.0 1997.0
 4.0 3.7 0.3 2860.0 1645.0
 3.0 3.5 0.5 123.0 924.0
 5.0 4.0 1.0 2756.0 3873.0
 3.0 3.0 0.0 4446.0 2796.0
 3.0 3.5 0.5 5955.0 1923.0
 5.0 3.5 1.5 3752.0 3653.0
 4.0 3.9 0.1 1741.0 1603.0
 4.0 3.3 0.7 4480.0 1172.0
 2.0 3.6 1.6 510.0 2109.0
 4.0 3.8 0.2 4435.0 454.0
 2.0 2.1 0.1 1912.0 2727.0
 5.0 4.6 0.4 5499.0 1370.0
 3.0 3.7 0.7 2561.0 2321.0
 3.0 3.8 0.8 5445.0 3524.0
 2.0 3.1 1.1 2820.0 2460.0
 4.0 4.1 0.1 1436.0 2572.0
 5.0 4.3 0.7 4194.0 2599.0
 1.0 2.6 1.6 3007.0 405.0
 3.0 3.1 0.1 4725.0 303.0
 4.0 2.9 1.1 5720.0 2716.0
 4.0 3.5 0.5 1890.0 2359.0
 1.0 2.2 1.2 5367.0 1985.0
 3.0 3.0 0.0 618.0 3513.0
 4.0 3.6 0.4 3487.0 1044.0
 2.0 3.5 1.5 2524.0 1954.0
 5.0 3.7 1.3 729.0 1198.0
 4.0 3.8 0.2 1546.0 2502.0
 4.0 3.8 0.2 4115.0 1097.0
 3.0 4.0 1.0 10.0 1394.0
 3.0 3.5 0.5 6036.0 205.0
 4.0 4.2 0.2 520.0 2020.0
 5.0 3.7 1.3 5717.0 2770.0
 4.0 3.8 0.2 1693.0 3098.0
 5.0 4.0 1.0 3540.0 3082.0
 4.0 3.2 0.8 2380.0 2375.0
 1.0 3.8 2.8 2138.0 1391.0
 3.0 3.2 0.2 2215.0 427.0
 3.0 3.9 0.9 4819.0 4.0
 4.0 3.0 1.0 1556.0 2006.0
 1.0 3.1 2.1 604.0 1371.0
 3.0 3.4 0.4 1362.0 3565.0
 4.0 4.6 0.6 2884.0 1735.0
 5.0 3.8 1.2 4868.0 2967.0
 3.0 2.9 0.1 915.0 377.0
 2.0 3.2 1.2 999.0 1693.0
 4.0 3.8 0.2 5074.0 1865.0
 5.0 4.2 0.8 1176.0 2948.0
 2.0 3.6 1.6 5114.0 126.0
 2.0 3.4 1.4 5763.0 141.0
 5.0 3.8 1.2 1347.0 3515.0
 4.0 3.8 0.2 5186.0 589.0
 3.0 3.2 0.2 1366.0 3564.0
 5.0 3.8 1.2 1839.0 1573.0
 3.0 3.0 0.0 1675.0 1995.0
 3.0 3.9 0.9 1274.0 2732.0
 5.0 4.4 0.6 3501.0 260.0
 3.0 2.4 0.6 2796.0 7.0
 4.0 4.2 0.2 5691.0 3082.0
 4.0 4.2 0.2 36.0 3576.0
 1.0 3.7 2.7 2774.0 3392.0
 2.0 2.8 0.8 3526.0 230.0
 3.0 4.1 1.1 1743.0 1171.0
 3.0 3.5 0.5 331.0 1101.0
 4.0 3.7 0.3 735.0 778.0
 3.0 3.4 0.4 5597.0 2078.0
 3.0 3.9 0.9 4115.0 3478.0
 4.0 3.1 0.9 5393.0 3251.0
 3.0 3.6 0.6 1974.0 339.0
 5.0 3.6 1.4 5352.0 1258.0
 5.0 3.1 1.9 2188.0 3253.0
 3.0 3.9 0.9 3748.0 1136.0
 4.0 3.4 0.6 4800.0 1246.0
 5.0 3.6 1.4 1685.0 919.0
 2.0 3.0 1.0 3391.0 1866.0
 3.0 3.9 0.9 5861.0 1913.0
 5.0 3.5 1.5 5852.0 3261.0
 4.0 4.4 0.4 5939.0 3565.0
 4.0 3.3 0.7 4961.0 22.0
 4.0 2.9 1.1 3929.0 3107.0
 3.0 4.1 1.1 3876.0 2396.0
 5.0 3.8 1.2 3208.0 1394.0
 5.0 4.1 0.9 195.0 1617.0
 2.0 3.9 1.9 2966.0 1605.0
 3.0 3.7 0.7 1723.0 2968.0
 3.0 3.7 0.7 4303.0 1834.0
 1.0 4.0 3.0 1005.0 1391.0
 3.0 3.0 0.0 1941.0 3497.0
 3.0 3.8 0.8 3600.0 3506.0
 4.0 3.4 0.6 3675.0 3256.0
 4.0 3.6 0.4 2522.0 2916.0
 3.0 3.3 0.3 5998.0 2712.0
 5.0 3.6 1.4 3224.0 2671.0
 5.0 4.1 0.9 4269.0 924.0
 2.0 3.2 1.2 1447.0 92.0
 3.0 3.6 0.6 678.0 1544.0
 4.0 4.1 0.1 4375.0 524.0
 2.0 3.5 1.5 3971.0 230.0
 4.0 3.5 0.5 1502.0 1015.0
 3.0 2.9 0.1 5536.0 141.0
 2.0 3.7 1.7 5717.0 2278.0
 3.0 3.6 0.6 2188.0 2863.0
 3.0 2.9 0.1 2012.0 2078.0
 3.0 3.0 0.0 1780.0 2640.0
 3.0 3.5 0.5 3859.0 3703.0
 4.0 3.7 0.3 3754.0 3360.0
 4.0 3.8 0.2 127.0 3728.0
 5.0 4.4 0.6 3832.0 904.0
 3.0 3.7 0.7 1177.0 3457.0
 2.0 3.8 1.8 3167.0 3355.0
 4.0 3.4 0.6 2594.0 1036.0
 5.0 3.2 1.8 1597.0 457.0
 3.0 2.9 0.1 1851.0 3266.0
 4.0 3.1 0.9 3929.0 1748.0
 3.0 2.8 0.2 4183.0 2394.0
 5.0 3.8 1.2 1086.0 553.0
 5.0 4.6 0.4 4189.0 593.0
 4.0 3.5 0.5 5831.0 780.0
 5.0 3.3 1.7 2015.0 2021.0
 4.0 3.9 0.1 426.0 1210.0
 1.0 3.9 2.9 2023.0 1238.0
 3.0 4.3 1.3 5770.0 1396.0
 5.0 4.1 0.9 5064.0 3019.0
 5.0 4.4 0.6 3296.0 3355.0
 3.0 4.3 1.3 1111.0 588.0
 5.0 4.1 0.9 259.0 1252.0
 5.0 4.0 1.0 4656.0 3265.0
 2.0 2.8 0.8 770.0 3863.0
 5.0 4.7 0.3 2313.0 1959.0
 3.0 3.2 0.2 4808.0 3444.0
 4.0 3.7 0.3 1137.0 1331.0
 4.0 3.2 0.8 1182.0 1036.0
 4.0 4.1 0.1 171.0 1230.0
 2.0 2.3 0.3 3942.0 2453.0
 5.0 3.5 1.5 877.0 260.0
 4.0 3.9 0.1 1046.0 910.0
 2.0 3.5 1.5 5882.0 1748.0
 4.0 3.7 0.3 5323.0 1242.0
 4.0 3.5 0.5 550.0 2102.0
 3.0 3.3 0.3 1733.0 253.0
 5.0 3.8 1.2 1119.0 1097.0
 4.0 3.7 0.3 3091.0 608.0
 4.0 3.8 0.2 3946.0 412.0
 5.0 3.5 1.5 2708.0 2395.0
 2.0 3.4 1.4 1051.0 3704.0
 4.0 3.6 0.4 1985.0 3156.0
 4.0 3.8 0.2 1752.0 1299.0
 2.0 3.5 1.5 3393.0 1573.0
 5.0 4.0 1.0 4886.0 2916.0
 3.0 2.9 0.1 3690.0 2916.0
 4.0 4.0 0.0 2928.0 2020.0
 2.0 3.3 1.3 728.0 2146.0
 5.0 4.0 1.0 4847.0 1.0
 4.0 3.9 0.1 469.0 1919.0
 4.0 3.8 0.2 4497.0 1089.0
 4.0 3.7 0.3 49.0 3114.0
 5.0 3.9 1.1 4868.0 2804.0
 3.0 3.0 0.0 429.0 1580.0
 3.0 3.5 0.5 2887.0 280.0
 1.0 3.3 2.3 1017.0 3676.0
 5.0 4.6 0.4 1437.0 32.0
 5.0 4.0 1.0 948.0 1254.0
 3.0 3.7 0.7 2995.0 196.0
 3.0 4.4 1.4 5898.0 2284.0
 3.0 3.1 0.1 48.0 2135.0
 4.0 4.3 0.3 5516.0 314.0
 4.0 3.2 0.8 5880.0 2034.0
 3.0 4.1 1.1 2056.0 1480.0
 4.0 3.8 0.2 3842.0 933.0
 4.0 3.5 0.5 2737.0 3608.0
 3.0 3.3 0.3 4808.0 3037.0
 3.0 3.8 0.8 5752.0 1935.0
 4.0 2.8 1.2 3422.0 1210.0
 2.0 3.4 1.4 2157.0 317.0
 3.0 3.9 0.9 5239.0 4.0
 4.0 3.6 0.4 136.0 608.0
 4.0 4.9 0.9 3456.0 1580.0
 2.0 2.8 0.8 5046.0 3861.0
 4.0 2.3 1.7 2010.0 2394.0
 5.0 4.4 0.6 1680.0 2318.0
 5.0 3.7 1.3 5981.0 1230.0
 4.0 2.8 1.2 5409.0 1488.0
 2.0 3.4 1.4 3111.0 174.0
 5.0 4.0 1.0 4243.0 2001.0
 2.0 3.9 1.9 1291.0 477.0
 3.0 4.0 1.0 3515.0 3175.0
 5.0 3.8 1.2 4115.0 3705.0
 4.0 3.6 0.4 5083.0 1962.0
 3.0 3.5 0.5 4472.0 1645.0
 3.0 3.5 0.5 4828.0 3081.0
 3.0 4.3 1.3 3161.0 2677.0
 1.0 2.3 1.3 5888.0 104.0
 2.0 3.4 1.4 3123.0 1372.0
 3.0 3.8 0.8 3756.0 2082.0
 2.0 3.4 1.4 3533.0 2700.0
 5.0 4.0 1.0 805.0 377.0
 1.0 3.0 2.0 1754.0 2723.0
 5.0 4.0 1.0 2540.0 805.0
 3.0 3.3 0.3 2907.0 3671.0
 3.0 3.9 0.9 5253.0 1344.0
 2.0 3.2 1.2 457.0 20.0
 4.0 3.4 0.6 975.0 1704.0
 5.0 3.7 1.3 5682.0 597.0
 3.0 3.3 0.3 1694.0 1312.0
 3.0 3.5 0.5 663.0 786.0
 2.0 3.6 1.6 5717.0 3247.0
 3.0 3.7 0.7 5717.0 2747.0
 5.0 3.5 1.5 5236.0 1265.0
 5.0 3.7 1.3 3605.0 1479.0
 4.0 3.9 0.1 2938.0 3671.0
 5.0 4.6 0.4 1702.0 3466.0
 2.0 3.8 1.8 1369.0 3702.0
 5.0 4.0 1.0 476.0 1304.0
 4.0 2.9 1.1 3669.0 424.0
 5.0 4.0 1.0 2540.0 1224.0
 4.0 3.2 0.8 2015.0 1050.0
 5.0 4.1 0.9 1744.0 1270.0
 5.0 4.1 0.9 165.0 1200.0
 4.0 2.6 1.4 1150.0 2542.0
 5.0 4.2 0.8 4659.0 1944.0
 4.0 3.5 0.5 1542.0 2881.0
 3.0 4.1 1.1 4035.0 1608.0
 4.0 3.5 0.5 491.0 3082.0
 3.0 3.6 0.6 4786.0 1688.0
 1.0 2.6 1.6 2180.0 2053.0
 4.0 4.2 0.2 1224.0 3813.0
 3.0 3.6 0.6 5211.0 1371.0
 3.0 3.2 0.2 2225.0 433.0
 2.0 3.7 1.7 5100.0 1595.0
 5.0 3.9 1.1 2928.0 50.0
 3.0 4.5 1.5 3029.0 1095.0
 5.0 3.4 1.6 2643.0 2391.0
 3.0 2.9 0.1 4064.0 494.0
 5.0 4.5 0.5 1746.0 3702.0
 1.0 2.8 1.8 881.0 724.0
 4.0 3.9 0.1 5769.0 2028.0
 4.0 3.7 0.3 5340.0 3426.0
 3.0 3.8 0.8 3063.0 1214.0
 3.0 3.3 0.3 4312.0 2993.0
 4.0 3.8 0.2 4933.0 3911.0
 3.0 3.4 0.4 117.0 2987.0
 3.0 2.8 0.2 4083.0 3614.0
 3.0 3.8 0.8 1253.0 2313.0
 4.0 3.8 0.2 5482.0 380.0
 3.0 3.5 0.5 613.0 1289.0
 2.0 3.1 1.1 670.0 920.0
 3.0 2.5 0.5 1449.0 3408.0
 4.0 4.1 0.1 4327.0 2571.0
 4.0 4.2 0.2 4784.0 1094.0
 3.0 2.4 0.6 6016.0 2558.0
 4.0 3.5 0.5 482.0 924.0
 4.0 3.7 0.3 1969.0 3062.0
 4.0 3.9 0.1 4922.0 1120.0
 3.0 2.9 0.1 3614.0 2907.0
 3.0 4.0 1.0 4882.0 2133.0
 4.0 3.6 0.4 2020.0 3430.0
 2.0 2.8 0.8 5961.0 3259.0
 4.0 3.6 0.4 533.0 1899.0
 3.0 3.1 0.1 3519.0 1610.0
 5.0 3.4 1.6 5713.0 492.0
 4.0 4.3 0.3 187.0 1095.0
 3.0 4.8 1.8 3668.0 3176.0
 3.0 3.8 0.8 1631.0 1614.0
 5.0 4.3 0.7 3365.0 2671.0
 3.0 3.1 0.1 2994.0 733.0
 5.0 5.0 0.0 4977.0 2360.0
 3.0 4.1 1.1 1678.0 1183.0
 4.0 3.5 0.5 1680.0 735.0
 5.0 4.0 1.0 4224.0 497.0
 4.0 4.1 0.1 5878.0 2069.0
 3.0 3.2 0.2 3831.0 2375.0
 5.0 3.6 1.4 4835.0 293.0
 4.0 3.7 0.3 2800.0 1608.0
 3.0 2.3 0.7 1608.0 3072.0
 5.0 3.9 1.1 4476.0 306.0
 4.0 3.5 0.5 1015.0 3107.0
 5.0 4.5 0.5 1591.0 2104.0
 3.0 3.1 0.1 4041.0 742.0
 2.0 2.8 0.8 1496.0 2613.0
 2.0 3.0 1.0 5916.0 1341.0
 2.0 2.2 0.2 1419.0 1970.0
 4.0 4.0 0.0 2786.0 3210.0
 3.0 3.1 0.1 5824.0 292.0
 3.0 3.7 0.7 3458.0 2828.0
 5.0 4.1 0.9 4213.0 780.0
 5.0 4.0 1.0 2481.0 2871.0
 4.0 3.7 0.3 4164.0 2968.0
 2.0 3.7 1.7 693.0 95.0
 3.0 3.2 0.2 4808.0 1912.0
 3.0 3.1 0.1 570.0 558.0
 4.0 3.9 0.1 5053.0 1967.0
 3.0 3.4 0.4 1687.0 489.0
 3.0 4.1 1.1 4094.0 3355.0
 3.0 3.2 0.2 5961.0 482.0
 3.0 3.8 0.8 4502.0 2054.0
 3.0 3.6 0.6 5023.0 2017.0
 5.0 4.0 1.0 5960.0 3528.0
 3.0 3.2 0.2 5220.0 2134.0
 4.0 3.9 0.1 1001.0 1794.0
 5.0 3.9 1.1 359.0 541.0
 5.0 3.2 1.8 4344.0 2532.0
 3.0 3.1 0.1 3191.0 1542.0
 5.0 3.7 1.3 4083.0 1221.0
 4.0 3.7 0.3 1592.0 1077.0
 4.0 3.7 0.3 5020.0 1275.0
 2.0 3.7 1.7 5890.0 1616.0
 4.0 3.5 0.5 2116.0 1395.0
 2.0 3.3 1.3 528.0 2987.0
 4.0 4.1 0.1 1067.0 29.0
 5.0 3.5 1.5 580.0 1242.0
 4.0 3.3 0.7 2926.0 412.0
 5.0 3.4 1.6 908.0 527.0
 5.0 3.3 1.7 5224.0 2396.0
 5.0 3.8 1.2 1960.0 1291.0
 3.0 4.0 1.0 310.0 296.0
 2.0 2.8 0.8 329.0 1269.0
 3.0 3.5 0.5 4220.0 1395.0
 1.0 2.8 1.8 3182.0 1389.0
 3.0 3.7 0.7 195.0 3173.0
 5.0 3.4 1.6 5220.0 3203.0
 4.0 3.6 0.4 855.0 1207.0
 2.0 2.9 0.9 2015.0 1018.0
 3.0 4.1 1.1 162.0 153.0
 3.0 3.5 0.5 1033.0 1294.0
 4.0 3.6 0.4 3216.0 800.0
 4.0 3.6 0.4 1162.0 1179.0
 3.0 3.6 0.6 1486.0 2706.0
 2.0 3.4 1.4 3903.0 2401.0
 5.0 3.7 1.3 1694.0 2406.0
 3.0 3.4 0.4 2279.0 3710.0
 4.0 3.6 0.4 2025.0 2427.0
 5.0 4.1 0.9 4250.0 2949.0
 4.0 4.4 0.4 2293.0 1248.0
 4.0 3.4 0.6 1360.0 2000.0
 5.0 3.7 1.3 3464.0 356.0
 4.0 3.6 0.4 4520.0 1645.0
 5.0 3.6 1.4 438.0 2657.0
 3.0 4.7 1.7 1746.0 2275.0
 3.0 3.6 0.6 4314.0 3354.0
 5.0 4.3 0.7 1211.0 2395.0
 3.0 3.2 0.2 1609.0 3510.0
 4.0 3.8 0.2 2589.0 296.0
 5.0 4.3 0.7 2731.0 50.0
 1.0 2.7 1.7 4979.0 1439.0
 4.0 3.2 0.8 5880.0 2278.0
 1.0 3.0 2.0 2457.0 1320.0
 2.0 2.9 0.9 509.0 2338.0
 3.0 3.3 0.3 963.0 1465.0
 5.0 4.2 0.8 1224.0 1537.0
 5.0 3.6 1.4 4279.0 1997.0
 3.0 3.7 0.7 4569.0 1379.0
 4.0 3.4 0.6 2941.0 2105.0
 5.0 4.4 0.6 5841.0 17.0
 5.0 3.2 1.8 1122.0 1200.0
 5.0 4.5 0.5 1732.0 1259.0
 2.0 2.7 0.7 5947.0 2814.0
 3.0 2.9 0.1 4016.0 2986.0
 3.0 4.2 1.2 466.0 1172.0
 5.0 3.9 1.1 1389.0 720.0
 5.0 3.8 1.2 5312.0 366.0
 4.0 3.9 0.1 2793.0 3274.0
 4.0 3.7 0.3 1448.0 2541.0
 4.0 3.8 0.2 2078.0 2997.0
 3.0 3.6 0.6 3908.0 456.0
 4.0 4.0 0.0 3539.0 1057.0
 4.0 3.7 0.3 1015.0 3342.0
 4.0 3.3 0.7 781.0 2829.0
 3.0 4.2 1.2 5668.0 2294.0
 4.0 3.8 0.2 5926.0 2115.0
 5.0 2.9 2.1 2748.0 3545.0
 5.0 4.0 1.0 2730.0 1544.0
 3.0 2.9 0.1 5530.0 915.0
 4.0 3.8 0.2 3536.0 292.0
 4.0 3.6 0.4 921.0 3072.0
 5.0 4.1 0.9 877.0 3429.0
 4.0 4.0 0.0 1399.0 471.0
 4.0 3.0 1.0 2060.0 317.0
 3.0 3.7 0.7 2338.0 1371.0
 5.0 3.9 1.1 3945.0 296.0
 2.0 3.5 1.5 2958.0 968.0
